ID,YEAR,MO,DY,WS2M,T2M,T2MDEW,T2MWET,Target,RH2M,PS,QV2M,DATE
ID_2JrkYJ_20220517,2022,5,17,0.9,25.36,22.16,23.76,3.17,83.56,96.16,17.48,2022-05-17
ID_nTqKtQ_20150802,2015,8,2,2.32,24.63,17.68,21.15,0.02,67.13,96.29,13.17,2015-08-02
ID_A8LfPo_20120620,2012,6,20,1.51,22.04,20.16,21.1,0.0,89.28,96.35,15.37,2012-06-20
ID_FjGO5R_20200402,2020,4,2,1.36,25.48,23.53,24.51,2.09,89.35,96.03,19.01,2020-04-02
ID_X73HvO_20150720,2015,7,20,2.27,25.45,18.11,21.78,0.0,66.22,96.2,13.54,2015-07-20
ID_vKEnIr_20210805,2021,8,5,1.78,23.83,19.96,21.89,0.46,80.03,96.44,15.18,2021-08-05
ID_K0n9Wl_20150402,2015,4,2,0.93,24.93,22.06,23.49,0.32,84.7,96.14,17.33,2015-04-02
ID_akK4xD_20150103,2015,1,3,1.22,23.5,21.19,22.34,4.59,87.25,96.34,16.39,2015-01-03
ID_1t4oxx_20140423,2014,4,23,0.81,24.64,22.84,23.74,6.85,89.99,96.04,18.21,2014-04-23
ID_CYspbo_20230205,2023,2,5,1.44,24.78,21.14,22.96,5.42,81.28,96.15,16.38,2023-02-05
ID_5KtAoU_20210710,2021,7,10,1.16,23.77,19.01,21.39,0.13,75.46,96.35,14.35,2021-07-10
ID_nuys0r_20100813,2010,8,13,0.79,25.55,18.09,21.82,0.02,65.51,96.29,13.56,2010-08-13
ID_ymrwEs_20111225,2011,12,25,0.84,25.36,22.04,23.7,2.42,82.55,96.1,17.33,2011-12-25
ID_FGPfHf_20220726,2022,7,26,2.71,23.39,19.61,21.5,0.36,80.67,96.14,14.9,2022-07-26
ID_WszH9D_20130215,2013,2,15,0.75,25.59,20.51,23.05,6.4,75.3,96.0,15.87,2013-02-15
ID_d1egYV_20170725,2017,7,25,2.11,22.67,18.8,20.73,0.04,79.91,96.42,14.14,2017-07-25
ID_jN1yqE_20120426,2012,4,26,1.55,24.57,22.23,23.4,8.52,87.42,96.18,17.51,2012-04-26
ID_onorn6_20210929,2021,9,29,1.2,25.46,21.81,23.64,3.91,81.19,96.02,17.1,2021-09-29
ID_PDyrTW_20161226,2016,12,26,1.06,25.16,22.14,23.65,10.88,84.17,96.01,17.46,2016-12-26
ID_2kAs0T_20180107,2018,1,7,0.9,23.54,21.2,22.37,2.99,87.0,96.19,16.44,2018-01-07
ID_CRatMB_20100428,2010,4,28,0.77,26.44,23.01,24.72,10.59,82.16,96.05,18.41,2010-04-28
ID_zL7l34_20111008,2011,10,8,1.54,24.39,21.64,23.01,7.29,85.27,96.07,16.91,2011-10-08
ID_lSWwaf_20100104,2010,1,4,0.89,25.35,21.96,23.65,9.88,82.5,96.09,17.24,2010-01-04
ID_9EsKSB_20210602,2021,6,2,1.1,23.74,19.91,21.83,0.0,79.5,96.2,15.25,2021-06-02
ID_BV4x7L_20110413,2011,4,13,0.84,25.65,21.92,23.78,7.9,81.0,95.93,17.23,2011-04-13
ID_x8Dw96_20100106,2010,1,6,1.2,23.77,21.97,22.87,6.56,89.85,96.08,17.26,2010-01-06
ID_wb3HQY_20120708,2012,7,8,2.11,23.33,20.43,21.88,0.03,84.56,96.2,15.67,2012-07-08
ID_b4L6IJ_20170208,2017,2,8,0.88,26.16,21.79,23.97,3.27,78.11,95.91,17.11,2017-02-08
ID_MWmaGX_20211103,2021,11,3,1.28,23.69,21.48,22.58,6.97,87.87,96.24,16.7,2021-11-03
ID_7CFmEK_20121129,2012,11,29,1.15,25.25,21.93,23.59,0.91,82.59,96.01,17.24,2012-11-29
ID_iEd8sy_20170203,2017,2,3,0.95,25.36,21.55,23.46,0.31,80.43,96.15,16.81,2017-02-03
ID_Z2xRgq_20100831,2010,8,31,2.65,23.6,18.83,21.21,0.01,75.55,96.14,14.18,2010-08-31
ID_TE85J7_20130306,2013,3,6,1.0,25.21,22.28,23.74,11.93,84.87,96.16,17.57,2013-03-06
ID_JgHVK9_20171110,2017,11,10,1.18,23.49,21.92,22.71,4.98,90.95,96.04,17.21,2017-11-10
ID_eJfM7d_20200324,2020,3,24,0.96,25.88,22.87,24.38,5.46,84.41,96.03,18.26,2020-03-24
ID_x2ZCvd_20160725,2016,7,25,2.21,21.95,17.53,19.74,0.0,77.3,96.27,13.06,2016-07-25
ID_frWTZa_20190819,2019,8,19,1.9,26.09,18.47,22.28,0.22,64.9,96.12,13.88,2019-08-19
ID_w5DhW9_20190515,2019,5,15,0.91,26.24,22.73,24.48,1.38,81.85,96.04,18.1,2019-05-15
ID_hGpgWm_20170107,2017,1,7,0.89,24.24,21.72,22.98,0.67,86.54,96.23,16.97,2017-01-07
ID_9EmMnK_20140525,2014,5,25,1.38,25.24,21.89,23.57,0.32,82.61,96.15,17.17,2014-05-25
ID_LiYcCH_20230712,2023,7,12,1.46,23.62,16.76,20.19,0.0,68.68,96.2,12.52,2023-07-12
ID_yeCd4k_20160513,2016,5,13,1.25,25.56,22.54,24.05,0.33,83.9,96.06,17.89,2016-05-13
ID_fHfF9m_20170602,2017,6,2,1.08,25.1,22.06,23.58,0.03,84.01,96.34,17.31,2017-06-02
ID_1ZH7oX_20231016,2023,10,16,1.4,26.65,21.14,23.89,0.83,73.07,96.05,16.4,2023-10-16
ID_75bS1A_20130805,2013,8,5,2.13,23.42,18.59,21.0,0.0,75.9,96.2,13.96,2013-08-05
ID_GD981T_20190611,2019,6,11,1.28,23.06,16.01,19.54,0.0,65.8,96.27,11.91,2019-06-11
ID_S36trN_20200609,2020,6,9,2.16,24.13,21.84,22.98,0.62,87.58,96.24,17.1,2020-06-09
ID_ADVemY_20230116,2023,1,16,1.0,24.98,21.2,23.09,0.45,80.47,96.1,16.45,2023-01-16
ID_DqH6m1_20160620,2016,6,20,1.71,22.89,19.53,21.21,0.62,82.42,96.37,14.79,2016-06-20
ID_XzfJyA_20150530,2015,5,30,1.34,24.51,21.26,22.89,0.24,82.97,96.17,16.51,2015-05-30
ID_NVq59x_20190816,2019,8,16,1.86,25.67,18.99,22.33,0.04,68.25,96.27,14.31,2019-08-16
ID_Otx302_20141028,2014,10,28,1.01,24.65,21.32,22.98,15.14,82.04,96.09,16.58,2014-10-28
ID_79KteL_20170702,2017,7,2,1.8,22.9,20.02,21.46,0.02,84.66,96.31,15.26,2017-07-02
ID_ZXt1jR_20230120,2023,1,20,1.29,24.93,21.76,23.34,0.34,83.2,96.1,17.02,2023-01-20
ID_wJuC6h_20161008,2016,10,8,1.55,26.1,22.28,24.19,9.12,80.46,96.09,17.6,2016-10-08
ID_QBSotY_20201221,2020,12,21,1.05,24.59,21.62,23.1,1.85,84.22,96.13,16.88,2020-12-21
ID_Xt2u4l_20140202,2014,2,2,1.32,24.56,21.94,23.25,4.41,86.07,95.97,17.25,2014-02-02
ID_NcecsN_20210708,2021,7,8,1.22,23.77,18.25,21.01,0.0,72.33,96.41,13.66,2021-07-08
ID_WYaMPt_20151129,2015,11,29,1.19,23.64,21.13,22.39,49.23,86.17,96.37,16.33,2015-11-29
ID_qMPIvc_20130315,2013,3,15,0.92,25.29,22.49,23.89,4.43,85.62,96.02,17.84,2013-03-15
ID_5xlz2a_20220826,2022,8,26,1.94,24.24,19.65,21.95,0.16,76.68,96.18,14.93,2022-08-26
ID_ONihVi_20100821,2010,8,21,1.96,24.44,18.86,21.65,0.0,72.99,96.29,14.19,2010-08-21
ID_euNUBT_20100308,2010,3,8,0.74,26.72,23.06,24.89,17.58,80.82,96.04,18.46,2010-03-08
ID_bFQ5hm_20140523,2014,5,23,0.94,25.36,22.29,23.82,12.74,83.66,96.13,17.61,2014-05-23
ID_aTLXVg_20181228,2018,12,28,0.63,25.22,21.87,23.54,10.59,82.22,96.1,17.15,2018-12-28
ID_2Iwf35_20191106,2019,11,6,0.83,25.99,21.47,23.73,1.71,77.92,96.05,16.73,2019-11-06
ID_q5T89I_20100506,2010,5,6,0.73,25.44,22.15,23.79,8.11,82.72,96.05,17.46,2010-05-06
ID_hCTJaU_20130720,2013,7,20,2.22,22.99,18.87,20.93,0.0,79.21,96.28,14.2,2013-07-20
ID_E2ZCVS_20150531,2015,5,31,1.22,24.61,21.01,22.81,0.15,81.4,96.18,16.26,2015-05-31
ID_VfKL5Y_20220827,2022,8,27,2.59,24.22,19.28,21.75,0.04,75.46,96.05,14.62,2022-08-27
ID_3wbijT_20220722,2022,7,22,1.68,23.64,19.75,21.69,0.85,79.89,96.18,15.03,2022-07-22
ID_gm0or8_20150907,2015,9,7,1.84,27.95,17.69,22.82,0.29,55.4,96.2,13.19,2015-09-07
ID_lU2iec_20180614,2018,6,14,0.93,24.04,19.98,22.01,0.0,78.82,96.33,15.25,2018-06-14
ID_IeLtbF_20220305,2022,3,5,1.44,25.25,22.9,24.08,2.01,87.4,95.9,18.32,2022-03-05
ID_J6PKoo_20190228,2019,2,28,1.06,24.18,21.83,23.01,4.5,87.18,96.2,17.08,2019-02-28
ID_uDUn7n_20220705,2022,7,5,1.39,22.63,18.99,20.81,0.01,81.16,96.34,14.3,2022-07-05
ID_19jlKy_20170829,2017,8,29,2.59,24.27,19.43,21.85,0.03,75.63,96.23,14.73,2017-08-29
ID_tgwKLi_20120707,2012,7,7,1.71,23.6,20.69,22.15,0.05,84.71,96.24,15.92,2012-07-07
ID_Ems0EP_20140705,2014,7,5,2.02,21.56,18.47,20.02,0.0,83.34,96.34,13.86,2014-07-05
ID_szZzDQ_20101231,2010,12,31,0.99,24.89,21.73,23.31,2.24,82.94,95.82,17.05,2010-12-31
ID_dW4dZ4_20190101,2019,1,1,1.12,24.8,23.18,23.99,0.14,90.89,96.26,18.54,2019-01-01
ID_dlPgVU_20151027,2015,10,27,1.24,27.5,20.76,24.13,0.74,67.81,96.13,16.0,2015-10-27
ID_kw7xRL_20210416,2021,4,16,1.08,25.02,22.72,23.87,2.26,87.64,95.98,18.09,2021-04-16
ID_rTg0o4_20110610,2011,6,10,2.25,23.79,20.65,22.22,0.0,83.53,96.32,15.86,2011-06-10
ID_LYo2e8_20100225,2010,2,25,1.25,25.44,22.35,23.89,1.91,83.74,96.0,17.67,2010-02-25
ID_IKxHwl_20111001,2011,10,1,1.17,25.69,20.65,23.17,1.41,74.92,96.16,15.89,2011-10-01
ID_iElTBw_20101030,2010,10,30,0.87,25.43,21.67,23.55,5.46,80.18,96.08,16.94,2010-10-30
ID_dto93N_20170729,2017,7,29,1.9,23.65,19.84,21.74,0.16,80.25,96.26,15.11,2017-07-29
ID_H4vGrd_20130630,2013,6,30,1.16,23.23,19.8,21.52,0.0,82.05,96.32,15.06,2013-06-30
ID_mCBSdL_20150818,2015,8,18,1.39,27.19,18.44,22.82,0.16,60.96,96.18,13.83,2015-08-18
ID_YjKg2I_20191224,2019,12,24,1.07,25.22,22.61,23.91,3.98,86.15,96.13,17.94,2019-12-24
ID_Cnb1y3_20210506,2021,5,6,1.25,24.35,21.82,23.09,0.38,86.33,96.18,17.08,2021-05-06
ID_2Y3n1T_20171118,2017,11,18,0.93,24.63,21.81,23.22,2.92,84.78,95.98,17.12,2017-11-18
ID_X5Mygb_20210704,2021,7,4,1.52,23.12,19.26,21.19,0.0,79.56,96.35,14.6,2021-07-04
ID_pzVL36_20160405,2016,4,5,1.25,26.26,23.65,24.96,7.08,86.1,95.95,19.17,2016-04-05
ID_ExFeao_20160311,2016,3,11,1.14,25.55,23.16,24.36,1.52,87.08,96.04,18.57,2016-03-11
ID_BDhtQe_20160415,2016,4,15,0.95,26.14,23.29,24.72,4.44,84.75,95.99,18.74,2016-04-15
ID_oHmxdw_20141020,2014,10,20,1.08,25.07,20.41,22.74,1.6,76.46,96.2,15.67,2014-10-20
ID_ob2v7Y_20150523,2015,5,23,1.06,25.74,21.37,23.55,0.49,77.55,96.23,16.62,2015-05-23
ID_ouhJaT_20221127,2022,11,27,0.64,24.4,21.73,23.06,4.86,85.94,95.92,17.03,2022-11-27
ID_ZkXJji_20180715,2018,7,15,1.68,23.78,20.02,21.9,0.02,80.53,96.31,15.27,2018-07-15
ID_PazgMN_20160721,2016,7,21,1.86,22.43,17.45,19.94,0.04,75.7,96.28,13.0,2016-07-21
ID_3ZBizr_20110608,2011,6,8,1.63,25.05,21.91,23.48,3.06,83.72,96.18,17.18,2011-06-08
ID_KJnHIj_20200905,2020,9,5,2.11,25.13,20.5,22.82,0.24,76.72,96.15,15.75,2020-09-05
ID_U0OVVt_20180720,2018,7,20,1.41,22.84,18.45,20.64,0.0,77.53,96.23,13.84,2018-07-20
ID_w45faT_20210519,2021,5,19,1.4,24.43,21.52,22.98,2.05,84.69,96.23,16.77,2021-05-19
ID_yjEVZe_20150524,2015,5,24,0.96,25.74,21.04,23.39,0.38,76.17,96.2,16.28,2015-05-24
ID_pEbjqd_20111103,2011,11,3,1.63,24.44,22.17,23.31,19.86,87.62,96.08,17.47,2011-11-03
ID_Xn7GNT_20210620,2021,6,20,0.88,23.48,17.79,20.63,0.0,71.65,96.37,13.28,2021-06-20
ID_8wvMeO_20111029,2011,10,29,0.95,24.09,21.0,22.54,13.05,83.51,96.04,16.25,2011-10-29
ID_vXifZN_20220226,2022,2,26,0.71,26.55,21.16,23.85,23.94,72.95,96.02,16.46,2022-02-26
ID_H8vPLM_20150303,2015,3,3,0.68,25.35,21.26,23.3,0.66,79.45,96.13,16.5,2015-03-03
ID_MDorYR_20181211,2018,12,11,1.38,24.1,21.72,22.91,0.34,86.89,96.37,16.94,2018-12-11
ID_GY2nes_20101008,2010,10,8,1.69,25.81,21.04,23.42,0.8,76.05,96.24,16.26,2010-10-08
ID_OFC7Ni_20140916,2014,9,16,1.45,25.31,20.64,22.97,8.4,76.47,96.19,15.88,2014-09-16
ID_f0doWq_20180126,2018,1,26,0.74,24.55,20.96,22.76,3.47,81.35,96.07,16.22,2018-01-26
ID_BWPvot_20120618,2012,6,18,1.6,23.19,20.33,21.76,0.02,84.72,96.34,15.56,2012-06-18
ID_GeYbG0_20230803,2023,8,3,1.69,23.49,19.86,21.67,0.02,81.34,96.52,15.08,2023-08-03
ID_y2wiwC_20120131,2012,1,31,0.94,23.94,21.47,22.7,17.44,86.65,96.06,16.74,2012-01-31
ID_eItd6e_20150322,2015,3,22,0.86,26.29,22.68,24.49,4.72,81.59,95.97,18.05,2015-03-22
ID_Fnjc5P_20210125,2021,1,25,1.04,24.0,21.63,22.82,9.24,86.85,96.13,16.9,2021-01-25
ID_DLMWWx_20200620,2020,6,20,1.3,22.8,18.46,20.63,0.0,77.24,96.5,13.86,2020-06-20
ID_rmaIMI_20210501,2021,5,1,0.6,25.51,22.5,24.01,2.14,83.88,96.02,17.85,2021-05-01
ID_okgpRY_20200615,2020,6,15,1.23,23.81,19.71,21.76,0.01,78.63,96.35,14.99,2020-06-15
ID_uUQFoy_20211010,2021,10,10,1.33,26.31,22.47,24.39,1.19,80.47,96.01,17.81,2021-10-10
ID_1NHvWx_20170206,2017,2,6,1.12,26.25,22.21,24.23,4.77,79.48,95.99,17.53,2017-02-06
ID_Xnfaxg_20210527,2021,5,27,1.09,23.21,18.91,21.06,0.0,78.16,96.22,14.28,2021-05-27
ID_XAueB1_20180420,2018,4,20,1.19,24.94,22.57,23.76,14.04,87.29,96.15,17.9,2018-04-20
ID_3ocfe8_20191020,2019,10,20,1.02,24.88,21.36,23.12,1.75,81.6,96.14,16.6,2019-10-20
ID_h7TXFb_20171003,2017,10,3,1.18,26.03,21.93,23.98,4.52,78.8,95.96,17.24,2017-10-03
ID_j6rKxf_20190705,2019,7,5,1.24,24.95,19.19,22.07,0.0,71.97,96.12,14.51,2019-07-05
ID_9l0Sky_20100518,2010,5,18,1.49,23.98,20.64,22.31,0.48,82.83,96.15,15.91,2010-05-18
ID_DPbaDK_20151221,2015,12,21,0.79,25.6,21.74,23.67,3.91,79.85,96.22,17.02,2015-12-21
ID_osGmRw_20151030,2015,10,30,1.2,26.92,20.44,23.68,1.6,69.72,96.05,15.71,2015-10-30
ID_fxy2IQ_20180913,2018,9,13,1.07,24.78,20.54,22.66,1.07,78.1,96.14,15.78,2018-09-13
ID_YXDgIX_20220605,2022,6,5,1.22,24.12,20.92,22.52,0.01,83.24,96.15,16.18,2022-06-05
ID_zcbNtp_20210901,2021,9,1,2.21,25.04,20.33,22.68,0.44,76.74,96.02,15.61,2021-09-01
ID_Gh0qMv_20211123,2021,11,23,1.05,25.11,21.59,23.35,2.9,81.8,96.18,16.85,2021-11-23
ID_f6ERxh_20130824,2013,8,24,2.06,23.98,17.8,20.89,0.22,70.05,96.2,13.3,2013-08-24
ID_xD3zCa_20150711,2015,7,11,1.97,25.49,20.66,23.07,0.01,75.9,96.33,15.87,2015-07-11
ID_taY2yX_20161018,2016,10,18,1.48,26.69,21.38,24.03,2.86,74.65,96.05,16.65,2016-10-18
ID_bV7syT_20130920,2013,9,20,1.83,26.27,21.0,23.63,0.01,73.86,96.08,16.25,2013-09-20
ID_omAbOt_20130822,2013,8,22,2.05,23.47,17.81,20.64,0.01,72.0,96.18,13.3,2013-08-22
ID_cG3jSd_20151121,2015,11,21,1.48,23.5,21.66,22.58,7.76,89.59,95.97,16.95,2015-11-21
ID_8eyApH_20151024,2015,10,24,1.23,26.25,20.51,23.38,0.8,72.33,96.23,15.74,2015-10-24
ID_Rn8PmE_20201125,2020,11,25,0.98,24.03,22.46,23.24,4.37,91.08,96.06,17.79,2020-11-25
ID_hIAXZX_20130606,2013,6,6,1.11,24.46,20.9,22.68,0.06,81.32,96.4,16.1,2013-06-06
ID_ijszfY_20181223,2018,12,23,1.05,23.73,22.15,22.94,19.03,90.87,96.04,17.45,2018-12-23
ID_AArXFT_20190329,2019,3,29,1.01,26.2,22.46,24.33,3.56,81.5,96.15,17.79,2019-03-29
ID_qwCQDf_20170915,2017,9,15,2.33,24.88,20.23,22.55,0.03,76.38,96.21,15.47,2017-09-15
ID_X3chrD_20150123,2015,1,23,0.85,26.13,22.16,24.14,6.75,79.73,96.09,17.46,2015-01-23
ID_3LQewW_20180426,2018,4,26,0.88,23.94,22.77,23.35,1.9,93.17,96.17,18.1,2018-04-26
ID_rx7rTk_20110124,2011,1,24,0.89,25.2,21.61,23.41,9.71,81.63,95.81,16.94,2011-01-24
ID_Kh9HvZ_20100824,2010,8,24,2.56,24.92,18.88,21.9,0.0,70.82,96.23,14.22,2010-08-24
ID_U2YuXV_20121213,2012,12,13,0.65,25.51,21.16,23.34,2.99,77.53,95.94,16.45,2012-12-13
ID_VfCrnq_20150608,2015,6,8,0.94,25.3,20.79,23.05,0.12,76.91,96.24,16.02,2015-06-08
ID_j5bMuP_20211212,2021,12,12,1.22,26.03,22.54,24.28,1.44,81.58,95.9,17.9,2021-12-12
ID_n1bcUV_20201106,2020,11,6,0.91,25.2,21.99,23.6,80.62,83.19,96.18,17.27,2020-11-06
ID_74KWpR_20120210,2012,2,10,1.01,25.14,21.63,23.38,1.66,81.72,95.9,16.93,2012-02-10
ID_jJ26p8_20151206,2015,12,6,1.16,24.14,22.56,23.35,46.7,91.03,96.2,17.87,2015-12-06
ID_u4fsfs_20111105,2011,11,5,0.69,24.97,21.14,23.05,16.59,80.3,96.15,16.38,2011-11-05
ID_R8JQ66_20100907,2010,9,7,2.13,25.87,19.89,22.88,0.73,71.1,96.23,15.14,2010-09-07
ID_z2890C_20140424,2014,4,24,0.82,25.32,22.34,23.83,13.44,84.21,96.0,17.68,2014-04-24
ID_sPqV4g_20190513,2019,5,13,1.24,25.92,22.59,24.25,2.26,82.8,96.0,17.94,2019-05-13
ID_WVSh89_20150913,2015,9,13,2.11,28.38,19.23,23.8,0.12,59.71,96.14,14.55,2015-09-13
ID_eQrlno_20141229,2014,12,29,1.0,25.03,21.95,23.49,2.95,83.79,96.23,17.2,2014-12-29
ID_mxYJaC_20111218,2011,12,18,0.75,24.71,21.83,23.27,2.6,84.55,96.05,17.11,2011-12-18
ID_NTWMyl_20230129,2023,1,29,1.03,24.2,21.79,23.0,9.65,86.72,96.02,17.07,2023-01-29
ID_4uHUqu_20150811,2015,8,11,2.13,25.77,17.09,21.43,0.01,61.91,96.2,12.7,2015-08-11
ID_V2OgK7_20210610,2021,6,10,0.94,25.48,21.1,23.29,0.77,77.52,96.06,16.38,2021-06-10
ID_ZNZ0kJ_20170617,2017,6,17,1.82,23.44,20.7,22.07,0.44,85.37,96.13,15.95,2017-06-17
ID_jjbWmZ_20220831,2022,8,31,1.98,25.47,19.39,22.43,0.74,70.93,96.16,14.71,2022-08-31
ID_zehbYg_20131231,2013,12,31,0.95,23.65,21.26,22.46,2.5,86.78,96.21,16.49,2013-12-31
ID_KQZ67z_20140727,2014,7,27,1.29,22.69,18.25,20.47,0.0,77.6,96.37,13.65,2014-07-27
ID_ttf1cZ_20170719,2017,7,19,1.24,24.06,20.39,22.22,0.0,81.15,96.43,15.6,2017-07-19
ID_Y2U0xy_20150624,2015,6,24,1.42,24.43,19.42,21.93,0.0,75.21,96.54,14.66,2015-06-24
ID_ai5VHx_20110209,2011,2,9,0.96,25.05,21.34,23.19,5.25,80.89,95.84,16.65,2011-02-09
ID_xyAIVy_20110120,2011,1,20,0.8,25.14,20.19,22.67,1.66,75.07,95.83,15.51,2011-01-20
ID_cM7eiB_20220802,2022,8,2,1.79,23.1,18.63,20.86,0.0,77.2,96.25,13.99,2022-08-02
ID_XhW0pi_20151123,2015,11,23,1.03,26.1,22.69,24.4,9.66,82.47,96.0,18.07,2015-11-23
ID_AVK68V_20140622,2014,6,22,1.3,23.73,19.64,21.69,0.0,78.91,96.39,14.92,2014-06-22
ID_OCTMu4_20221104,2022,11,4,1.55,23.69,21.71,22.7,4.39,89.06,96.11,16.97,2022-11-04
ID_FxVwLG_20200930,2020,9,30,1.46,25.36,20.98,23.17,2.3,77.81,96.11,16.22,2020-09-30
ID_xfDN6R_20210521,2021,5,21,0.83,25.59,21.61,23.6,0.17,79.43,96.21,16.88,2021-05-21
ID_KUOW1y_20100812,2010,8,12,1.17,25.21,19.18,22.2,0.03,71.32,96.26,14.5,2010-08-12
ID_FTaRNt_20160103,2016,1,3,0.94,26.26,23.59,24.92,3.54,85.78,96.08,19.05,2016-01-03
ID_N1lJCP_20180803,2018,8,3,1.46,23.92,19.62,21.77,0.68,78.27,96.3,14.89,2018-08-03
ID_YoMNqb_20220328,2022,3,28,0.64,26.74,22.62,24.68,6.15,78.6,96.02,17.99,2022-03-28
ID_4tLQKl_20141230,2014,12,30,1.81,23.87,21.74,22.8,2.16,88.24,96.2,16.98,2014-12-30
ID_j0A2A9_20221119,2022,11,19,0.77,25.52,21.6,23.56,0.26,80.18,96.06,16.87,2022-11-19
ID_1YGrcG_20120308,2012,3,8,1.55,23.82,21.73,22.77,2.93,88.72,96.1,17.0,2012-03-08
ID_9YMWl0_20171111,2017,11,11,1.17,24.18,21.45,22.81,6.1,85.19,96.06,16.72,2017-11-11
ID_3RA496_20100110,2010,1,10,0.57,26.49,21.55,24.02,2.32,75.37,96.02,16.84,2010-01-10
ID_4FVssB_20150429,2015,4,29,0.89,25.61,21.93,23.77,4.42,80.93,96.12,17.21,2015-04-29
ID_B0qQl1_20150113,2015,1,13,1.04,23.86,19.54,21.7,3.22,78.47,96.19,14.83,2015-01-13
ID_20jM1l_20100913,2010,9,13,1.05,25.47,19.77,22.62,0.06,72.45,96.19,15.05,2010-09-13
ID_QFxK8F_20220413,2022,4,13,0.96,24.8,22.83,23.81,32.38,89.18,95.86,18.23,2022-04-13
ID_8voTg2_20220818,2022,8,18,2.52,23.53,19.01,21.27,0.0,76.75,96.22,14.34,2022-08-18
ID_JuR3O2_20140501,2014,5,1,0.97,25.53,22.87,24.2,7.48,85.87,96.0,18.25,2014-05-01
ID_zzLaFe_20180204,2018,2,4,0.91,26.05,22.16,24.1,1.85,79.92,95.89,17.5,2018-02-04
ID_WDdPn6_20120713,2012,7,13,1.5,22.96,19.57,21.26,0.01,82.1,96.21,14.86,2012-07-13
ID_Rl6Z8Q_20220530,2022,5,30,0.95,25.31,21.73,23.52,0.82,81.12,96.17,17.01,2022-05-30
ID_3y9kjo_20161113,2016,11,13,0.85,25.03,21.75,23.39,10.59,82.93,95.99,17.04,2016-11-13
ID_A0IG8b_20200503,2020,5,3,1.4,25.49,23.06,24.27,2.26,87.03,96.19,18.43,2020-05-03
ID_09Gylq_20210429,2021,4,29,0.49,25.35,22.07,23.71,12.41,82.37,96.03,17.39,2021-04-29
ID_hGBHIP_20170811,2017,8,11,1.92,23.41,19.37,21.39,0.04,79.33,96.33,14.66,2017-08-11
ID_QWK07v_20110624,2011,6,24,1.59,22.25,19.06,20.66,0.0,82.93,96.24,14.38,2011-06-24
ID_2nDgdv_20170708,2017,7,8,1.22,22.58,18.5,20.54,0.0,79.44,96.41,13.88,2017-07-08
ID_V4hDd1_20220808,2022,8,8,1.92,23.47,18.6,21.03,0.0,75.64,96.14,14.0,2022-08-08
ID_NiWBfh_20221020,2022,10,20,1.23,24.59,21.66,23.13,6.52,84.1,96.06,16.92,2022-10-20
ID_yk6EcB_20130219,2013,2,19,0.91,23.69,20.31,22.0,1.25,82.74,96.25,15.55,2013-02-19
ID_gzSbIy_20220327,2022,3,27,0.76,26.83,22.64,24.74,4.24,78.3,96.03,17.99,2022-03-27
ID_BkEdXY_20111030,2011,10,30,0.77,24.52,20.68,22.6,7.4,80.39,95.99,15.94,2011-10-30
ID_wyXnHj_20180408,2018,4,8,1.08,24.97,21.87,23.42,7.76,83.53,96.0,17.18,2018-04-08
ID_bnYsAm_20101224,2010,12,24,0.88,24.88,20.07,22.48,0.77,76.43,96.03,15.35,2010-12-24
ID_qBxCnJ_20171002,2017,10,2,0.72,26.66,21.52,24.09,6.48,74.8,95.95,16.82,2017-10-02
ID_3RTQg4_20170815,2017,8,15,2.22,23.15,18.92,21.03,0.0,78.61,96.17,14.27,2017-08-15
ID_C9lfMT_20130915,2013,9,15,1.85,25.53,20.39,22.96,0.32,74.27,96.32,15.61,2013-09-15
ID_P9aUf3_20110416,2011,4,16,0.81,25.6,22.17,23.88,3.57,82.13,95.8,17.52,2011-04-16
ID_i6pFcg_20170527,2017,5,27,1.46,24.64,21.91,23.27,0.64,85.35,96.35,17.14,2017-05-27
ID_kYMRuo_20190213,2019,2,13,1.56,24.08,22.46,23.27,6.94,90.72,96.18,17.76,2019-02-13
ID_NEperq_20191217,2019,12,17,0.73,25.73,22.38,24.05,9.73,82.45,95.99,17.7,2019-12-17
ID_JQpEPh_20131028,2013,10,28,1.15,25.29,20.78,23.03,2.98,77.54,96.19,16.02,2013-10-28
ID_k5vJxZ_20191025,2019,10,25,0.87,24.78,22.27,23.52,18.43,86.26,96.15,17.58,2019-10-25
ID_0YJGob_20220727,2022,7,27,2.16,22.62,18.96,20.79,0.64,81.01,96.1,14.31,2022-07-27
ID_7YpBZN_20190331,2019,3,31,0.74,26.31,22.42,24.37,2.8,80.36,96.06,17.75,2019-03-31
ID_EL7DmL_20130610,2013,6,10,1.13,22.71,17.42,20.06,0.01,73.31,96.29,12.99,2013-06-10
ID_ApBDtW_20190814,2019,8,14,1.67,25.99,18.88,22.43,0.13,66.59,96.33,14.21,2019-08-14
ID_yQsppS_20130604,2013,6,4,1.07,24.17,21.96,23.07,0.2,87.7,96.24,17.21,2013-06-04
ID_84ukDg_20230620,2023,6,20,1.5,22.58,20.09,21.34,0.01,86.38,96.23,15.34,2023-06-20
ID_MElWmM_20211008,2021,10,8,0.76,26.76,21.91,24.34,0.63,75.63,95.93,17.22,2021-10-08
ID_P8X8tN_20181229,2018,12,29,0.49,25.48,21.79,23.64,10.03,80.43,96.1,17.07,2018-12-29
ID_ggC5Ig_20180112,2018,1,12,0.96,23.42,22.0,22.71,3.43,91.81,96.12,17.29,2018-01-12
